	-0.32	-0.92	2387
-0.45	0.29	-0.77	22734
-0.47	0.29	-0.80	22738
-0.46	0.30	-0.82	22744
-0.43	0.31	-0.82	22749
-0.45	0.30	-0.79	22754
-0.46	0.33	-0.81	22759
-0.46	0.34	-0.83	22763
-0.46	0.32	-0.83	22768
-0.46	0.30	-0.84	22773
-0.46	0.31	-0.85	22778
-0.45	0.33	-0.84	22784
-0.45	0.32	-0.82	22789
-0.45	0.32	-0.80	22793
-0.44	0.33	-0.80	22798
-0.45	0.33	-0.80	22803
-0.44	0.33	-0.80	22808
-0.43	0.32	-0.81	22813
-0.44	0.31	-0.82	22818
-0.44	0.32	-0.83	22822
-0.43	0.32	-0.83	22828
-0.44	0.33	-0.83	22833
-0.44	0.33	-0.82	22838
-0.43	0.33	-0.81	22843
-0.43	0.33	-0.81	22847
-0.43	0.34	-0.82	22853
-0.43	0.33	-0.82	22857
-0.43	0.33	-0.82	22862
-0.43	0.33	-0.81	22867
-0.43	0.33	-0.82	22873
-0.44	0.33	-0.81	22878
-0.43	0.32	-0.82	22883
-0.44	0.33	-0.82	22887
-0.43	0.33	-0.82	22892
-0.44	0.33	-0.82	22897
-0.44	0.34	-0.82	22902
-0.43	0.34	-0.82	22907
-0.43	0.33	-0.82	22912
-0.43	0.33	-0.82	22917
-0.43	0.34	-0.83	22922
-0.44	0.33	-0.83	22927
-0.43	0.33	-0.83	22932
-0.43	0.32	-0.84	22937
-0.43	0.33	-0.84	22941
-0.42	0.33	-0.85	22946
-0.41	0.33	-0.85	22951
-0.41	0.32	-0.85	22957
-0.42	0.32	-0.84	22962
-0.41	0.32	-0.85	22966
-0.41	0.32	-0.84	22971
-0.41	0.31	-0.84	22976
-0.41	0.31	-0.84	22981
-0.42	0.31	-0.84	22986
-0.40	0.31	-0.83	22991
-0.27	0.33	-0.85	22995
-0.47	0.30	-0.82	23001
-0.57	0.30	-0.81	23006
-0.41	0.34	-0.84	23011
-0.41	0.34	-0.84	23016
-0.43	0.31	-0.82	23020
-0.42	0.31	-0.83	23025
-0.41	0.32	-0.84	23030
-0.43	0.32	-0.85	23035
-0.42	0.33	-0.85	23041
-0.43	0.32	-0.85	23046
-0.42	0.31	-0.84	23050
-0.42	0.31	-0.85	23055
-0.42	0.32	-0.84	23060
-0.42	0.32	-0.83	23065
-0.42	0.32	-0.83	23070
-0.41	0.33	-0.83	23075
-0.41	0.33	-0.83	23079
-0.40	0.33	-0.84	23085
-0.40	0.33	-0.84	23090
-0.38	0.32	-0.84	23095
-0.37	0.32	-0.84	23100
-0.40	0.32	-0.85	23104
-0.46	0.31	-0.85	23109
-0.44	0.33	-0.85	23114
-0.40	0.32	-0.85	23119
-0.42	0.31	-0.85	23124
-0.41	0.31	-0.85	23130
-0.41	0.32	-0.85	23134
-0.43	0.31	-0.86	23140
-0.42	0.31	-0.85	23144
-0.42	0.31	-0.85	23149
-0.41	0.33	-0.86	23154
-0.42	0.33	-0.84	23158
-0.42	0.33	-0.83	23164
-0.42	0.33	-0.83	23169
-0.40	0.33	-0.83	23174
-0.41	0.32	-0.83	23179
-0.41	0.32	-0.82	23184
-0.41	0.32	-0.82	23188
-0.41	0.32	-0.82	23194
-0.40	0.31	-0.82	23198
-0.40	0.32	-0.82	23203
-0.41	0.32	-0.81	23208
-0.41	0.33	-0.82	23214
-0.41	0.33	-0.82	23219
-0.41	0.33	-0.82	23224
-0.35	0.34	-0.82	23228
-0.42	0.35	-0.81	23233
-0.52	0.32	-0.82	23238
-0.45	0.33	-0.84	23243
-0.43	0.34	-0.83	23248
-0.44	0.33	-0.82	23252
-0.44	0.34	-0.82	23258
-0.44	0.34	-0.83	23263
-0.43	0.33	-0.82	23268
-0.43	0.34	-0.81	23273
-0.43	0.32	-0.81	23277
-0.44	0.32	-0.83	23282
-0.44	0.33	-0.81	23287
-0.43	0.32	-0.82	23292
-0.43	0.32	-0.82	23298
-0.44	0.32	-0.82	23303
-0.44	0.32	-0.82	23307
-0.44	0.32	-0.83	23312
-0.44	0.33	-0.83	23317
-0.43	0.33	-0.82	23322
-0.43	0.33	-0.83	23327
-0.44	0.32	-0.83	23331
-0.43	0.33	-0.83	23336
-0.44	0.32	-0.83	23342
-0.44	0.32	-0.83	23347
-0.42	0.33	-0.84	23352
-0.43	0.33	-0.84	23357
-0.44	0.33	-0.83	23361
-0.42	0.33	-0.83	23366
-0.42	0.33	-0.83	23371
-0.42	0.32	-0.83	23376
-0.43	0.32	-0.82	23382
-0.43	0.33	-0.82	23387
-0.43	0.33	-0.83	23391
-0.42	0.33	-0.83	23397
-0.41	0.33	-0.82	23401
-0.41	0.34	-0.83	23406
-0.42	0.33	-0.83	23411
-0.42	0.33	-0.83	23415
-0.42	0.34	-0.83	23421
-0.43	0.34	-0.83	23426
-0.42	0.34	-0.83	23431
-0.42	0.34	-0.83	23436
-0.42	0.33	-0.83	23441
-0.43	0.33	-0.82	23446
-0.42	0.33	-0.82	23451
-0.43	0.32	-0.82	23455
-0.43	0.32	-0.80	23460
-0.43	0.32	-0.80	23465
-0.42	0.33	-0.80	23471
-0.42	0.33	-0.79	23476
-0.42	0.33	-0.80	23480
-0.42	0.33	-0.81	23485
-0.43	0.33	-0.83	23490
-0.42	0.32	-0.84	23495
-0.43	0.32	-0.84	23500
-0.37	0.33	-0.85	23505
-0.32	0.36	-0.85	23510
-0.49	0.31	-0.82	23515
-0.49	0.31	-0.84	23520
-0.42	0.35	-0.86	23525
-0.44	0.33	-0.86	23530
-0.43	0.30	-0.85	23534
-0.42	0.28	-0.85	23539
-0.42	0.29	-0.83	23544
-0.42	0.31	-0.81	23549
-0.42	0.33	-0.79	23555
-0.42	0.33	-0.80	23560
-0.42	0.32	-0.81	23564
-0.43	0.31	-0.83	23569
-0.43	0.30	-0.84	23574
-0.43	0.31	-0.85	23579
-0.43	0.32	-0.85	23584
-0.43	0.31	-0.84	23589
-0.43	0.32	-0.84	23593
-0.43	0.32	-0.84	23599
-0.43	0.31	-0.84	23604
-0.44	0.31	-0.85	23609
-0.44	0.31	-0.85	23614
-0.43	0.30	-0.85	23618
-0.44	0.30	-0.84	23623
-0.43	0.30	-0.84	23628
-0.44	0.30	-0.84	23633
-0.44	0.31	-0.84	23639
-0.44	0.30	-0.84	23644
-0.43	0.30	-0.84	23648
-0.43	0.30	-0.83	23653
-0.41	0.30	-0.83	23658
-0.42	0.29	-0.82	23663
-0.41	0.30	-0.82	23668
-0.41	0.29	-0.83	23672
-0.40	0.30	-0.84	23677
-0.38	0.31	-0.85	23683
-0.46	0.29	-0.84	23688
-0.45	0.29	-0.84	23693
-0.41	0.31	-0.84	23698
-0.43	0.30	-0.84	23702
-0.
